,lr,train_loss,valid_loss
0,1e-05,0.4926597919355611,0.2368418863470548
1,1e-05,0.2980207583051717,0.17629014813422716
2,1e-05,0.22619447522131342,0.13818907294043883
3,1e-05,0.19851822071573622,0.14694420652548243
4,1e-05,0.18695897578235646,0.1505566905833773
5,1.0000000000000002e-06,0.15965895651643702,0.12634961476970558
6,1.0000000000000002e-06,0.15739834313087092,0.12284222769424669
7,1.0000000000000002e-06,0.15153466623893422,0.12199298927231879
8,1.0000000000000002e-06,0.15286707613868178,0.1212333364964582
9,1.0000000000000002e-06,0.1436671391574599,0.11533878454343256
10,1.0000000000000002e-06,0.14718665078940035,0.11972146317493011
11,1.0000000000000002e-06,0.14398762996503822,0.11594825317762658
12,1.0000000000000002e-07,0.140113133061414,0.11280935576563367
13,1.0000000000000002e-07,0.14966382425599695,0.1179713442675143
14,1.0000000000000002e-07,0.1434158117611526,0.12078516318431665
15,1.0000000000000004e-08,0.1411178928286558,0.12323483658568461
16,1.0000000000000004e-08,0.13823927253004156,0.12041725065001005
17,1.0000000000000004e-08,0.14276727526815294,0.11943786796164273
18,1.0000000000000004e-08,0.13888681753271548,0.12168269815410197
19,1.0000000000000004e-08,0.13642082660137878,0.1173247784967636
