,lr,train_loss,valid_loss
0,1e-05,0.515066214250278,0.23640621945595455
1,1e-05,0.3130648556728974,0.17813700287511522
2,1e-05,0.24114188713013265,0.15426674235712692
3,1e-05,0.2045557046879062,0.14703852199845072
4,1e-05,0.18977728174445208,0.1337495644445953
5,1e-05,0.17934203885922298,0.13392730074658404
6,1e-05,0.1784359057220232,0.1331251551368667
7,1e-05,0.17020384762464022,0.14443142418625976
8,1e-05,0.15772333656837947,0.12212244028618123
9,1e-05,0.15396032882513602,0.12630723145565353
10,1e-05,0.1385649751857836,0.12598086308307216
11,1.0000000000000002e-06,0.12592073655469832,0.11318688537150866
12,1.0000000000000002e-06,0.12197590182575403,0.11755846228730255
13,1.0000000000000002e-06,0.11871265547179242,0.1177906274588148
14,1.0000000000000002e-07,0.1209989389252396,0.11513863699352027
15,1.0000000000000002e-07,0.12073951876935698,0.11335392912868551
16,1.0000000000000004e-08,0.11690359054501737,0.11421862846668694
17,1.0000000000000004e-08,0.1173900975671864,0.11429200369946058
18,1.0000000000000004e-08,0.12325358653230006,0.11467124332261316
19,1.0000000000000004e-08,0.11706630054699638,0.11192785824161204
